Passenger 1 ID,Passenger 2 ID,Number of Teleports together
17714,84457,5
17714,92744,5
17714,94289,5
17715,53971,5
17720,25651,5
17726,23191,5
17726,28702,5
17726,37258,5
17726,40591,5
17726,43256,5
17726,46143,5
17726,51951,5
17726,53153,5
17726,55853,5
17726,67770,5
17726,70800,5
17726,79308,5
17726,80845,5
17726,82581,5
17726,85039,5
17726,90784,5
17726,94019,5
17726,94748,5
17726,96710,5
17726,97059,5
17726,97766,5
17735,18840,5
17735,21206,5
17735,22258,5
17735,34166,5
17735,39134,5
17735,43806,5
17735,45343,5
17735,46718,5
17735,52498,5
17735,52834,5
17735,52864,5
17735,55983,5
17735,61175,5
17735,62172,5
17735,63660,5
17735,67867,5
17735,69274,5
17735,73465,5
17735,74399,5
17735,79228,5
17735,79642,5
17735,79802,5
17735,81140,5
17735,82819,5
17735,84627,5
17735,91736,5
17735,96514,5
17739,42604,5
17739,76714,5
17739,80225,5
17739,88603,5
17756,23237,5
17756,69914,5
17763,26583,5
17763,38518,5
17763,42872,5
17763,51711,5
17763,57549,5
17763,70007,5
17763,88730,5
17763,90628,5
17763,97179,5
17764,20840,5
17764,79655,5
17764,80205,5
17777,23906,5
17777,36301,5
17798,26607,5
17798,34404,5
17798,40199,5
17798,45411,5
17798,46146,5
17798,51415,5
17798,55730,5
17798,57526,5
17798,61095,5
17798,65214,5
17798,66574,5
17798,73968,5
17825,18416,5
17825,19039,5
17825,19080,5
17825,19126,5
17825,20797,5
17825,22256,5
17825,26031,5
17825,26102,5
17825,30367,5
17825,31195,5
17825,31373,5
17825,31408,5
17825,34911,5
17825,37373,5
17825,38848,5
17825,40469,5
17825,40868,5
17825,42319,5
17825,43561,5
17825,44704,5
17825,45139,5
17825,45192,5
17825,45557,5
17825,45619,5
17825,45830,5
17825,46344,5
17825,50814,5
17825,51032,5
17825,54129,5
17825,55029,5
17825,56508,5
17825,57433,5
17825,60355,5
17825,60718,5
17825,63327,5
17825,65049,5
17825,66424,5
17825,68445,5
17825,69817,5
17825,70206,5
17825,78210,5
17825,78725,5
17825,82164,5
17825,86791,5
17825,88058,5
17825,88395,5
17825,88825,5
17825,89406,5
17825,89504,5
17825,92570,5
17825,92736,5
17825,93205,5
17825,93995,5
17825,95258,5
17825,96659,5
17825,97203,5
17843,36651,5
17843,68183,5
17857,43259,5
17857,47057,5
17857,47649,5
17857,57025,5
17857,75670,5
17857,84256,5
17857,88038,5
17857,92547,5
17857,95036,5
17872,95180,5
17885,22253,5
17885,38296,5
17885,58776,5
17885,77588,5
17885,85030,5
17885,86257,5
17890,39181,5
17897,24795,5
17897,43057,5
17897,54103,5
17897,55188,5
17897,75997,5
17904,54908,5
17904,55940,5
17904,80707,5
17904,93312,5
17925,91180,5
17958,47951,5
17958,53273,5
17958,54158,5
17958,55479,5
17958,60677,5
17958,67096,5
17958,68817,5
17958,71920,5
17958,72569,5
17958,78351,5
17958,90124,5
17958,95039,5
17958,97618,5
17960,19848,5
17960,49352,5
17971,21935,5
17971,71471,5
17971,74549,5
17971,89589,5
17971,90124,5
17971,91688,5
18032,46700,5
18050,79660,5
18081,25454,5
18081,33802,5
18081,41077,5
18081,58689,5
18081,65709,5
18081,65913,5
18081,66051,5
18081,85742,5
18090,29927,5
18101,32834,5
18107,77631,5
18107,87801,5
18115,26372,5
18115,44028,5
18115,44947,5
18115,48772,5
18115,60992,5
18115,73134,5
18115,78443,5
18115,94335,5
18148,20314,5
18148,21827,5
18148,24212,5
18148,34150,5
18148,34607,5
18148,39507,5
18148,40493,5
18148,55389,5
18148,66584,5
18148,71514,5
18148,77202,5
18148,78660,5
18148,94414,5
18148,94559,5
18158,86402,5
18201,24730,5
18201,26862,5
18201,29471,5
18201,29692,5
18201,55479,5
18201,58694,5
18201,69674,5
18201,71665,5
18201,87665,5
18201,89075,5
18201,90826,5
18216,46868,5
18216,64785,5
18236,24044,5
18236,25008,5
18236,28709,5
18236,29454,5
18236,31796,5
18236,47466,5
18236,74895,5
18236,75414,5
18236,78202,5
18236,82231,5
18236,91842,5
18236,97190,5
18258,24524,5
18258,40842,5
18258,44818,5
18258,49194,5
18258,54764,5
18258,55084,5
18258,84961,5
18258,90004,5
18260,54701,5
18260,56188,5
18260,57549,5
18260,59755,5
18260,60995,5
18260,61658,5
18260,78206,5
18260,80845,5
18260,89611,5
18260,92680,5
18260,93305,5
18260,97190,5
18296,20129,5
18296,21294,5
18296,26833,5
18296,28528,5
18296,58286,5
18296,68106,5
18296,83847,5
18299,26314,5
18299,27663,5
18299,52034,5
18299,76637,5
18299,91774,5
18310,47786,5
18310,48058,5
18310,52160,5
18310,61238,5
18310,65096,5
18310,79655,5
18310,80205,5
18313,43173,5
18314,87290,5
18316,57817,5
18316,70504,5
18329,18416,5
18329,19126,5
18329,19899,5
18329,24656,5
18329,25946,5
18329,26623,5
18329,26859,5
18329,28291,5
18329,30145,5
18329,31164,5
18329,32741,5
18329,34911,5
18329,35569,5
18329,35611,5
18329,36510,5
18329,37025,5
18329,37373,5
18329,38512,5
18329,40375,5
18329,42238,5
18329,44190,5
18329,45386,5
18329,45619,5
18329,47491,5
18329,50814,5
18329,56929,5
18329,59891,5
18329,60355,5
18329,63329,5
18329,65816,5
18329,66424,5
18329,68270,5
18329,71310,5
18329,73624,5
18329,78042,5
18329,80414,5
18329,80608,5
18329,82205,5
18329,86530,5
18329,87447,5
18329,88395,5
18329,89956,5
18329,94143,5
18329,95837,5
18329,96659,5
18342,25065,5
18342,29685,5
18342,46353,5
18342,60037,5
18342,69954,5
18342,73507,5
18342,80474,5
18342,85832,5
18342,89910,5
18342,91195,5
18342,92811,5
18342,94313,5
18345,20870,5
18345,21173,5
18345,36500,5
18345,56554,5
18345,72008,5
18345,86583,5
18345,94370,5
18351,20536,5
18351,31094,5
18351,34553,5
18351,35437,5
18351,39265,5
18351,46028,5
18351,49537,5
18351,53194,5
18351,54313,5
18351,61900,5
18351,63888,5
18351,66150,5
18351,68046,5
18351,70623,5
18351,75856,5
18351,81882,5
18351,86250,5
18351,88686,5
18351,95349,5
18351,97011,5
18356,32947,5
18356,64182,5
18373,58096,5
18380,28524,5
18380,46299,5
18380,46908,5
18380,58256,5
18380,62305,5
18380,63075,5
18380,78045,5
18380,81991,5
18380,88584,5
18416,22984,5
18416,26859,5
18416,28291,5
18416,30145,5
18416,31195,5
18416,36510,5
18416,37143,5
18416,37692,5
18416,40209,5
18416,44704,5
18416,45386,5
18416,56534,5
18416,62098,5
18416,68270,5
18416,71310,5
18416,73624,5
18416,78042,5
18416,80414,5
18416,86530,5
18416,88058,5
18416,92570,5
18416,92933,5
18416,94143,5
18422,24359,5
18422,24953,5
18422,26333,5
18422,28083,5
18422,37143,5
18422,38530,5
18422,39397,5
18422,45583,5
18422,46868,5
18422,48154,5
18422,49818,5
18422,56816,5
18422,58991,5
18422,60438,5
18422,60653,5
18422,68011,5
18422,68046,5
18422,69593,5
18422,70004,5
18422,77361,5
18422,79426,5
18422,90274,5
18444,20854,5
18444,37152,5
18444,80798,5
18444,95118,5
18470,27191,5
18470,41795,5
18472,31313,5
18472,34567,5
18472,44096,5
18472,45828,5
18472,54771,5
18472,63960,5
18472,66307,5
18472,70154,5
18472,89024,5
18472,92744,5
18472,94344,5
18480,37983,5
18485,49208,5
18485,70007,5
18494,75076,5
18494,75991,5
18494,90031,5
18494,97011,5
18495,24730,5
18495,38913,5
18495,49352,5
18495,69674,5
18495,89075,5
18534,94631,5
18588,21877,5
18588,36630,5
18588,53416,5
18588,58670,5
18588,59109,5
18588,64155,5
18588,90945,5
18604,79881,5
18612,30501,5
18612,55728,5
18616,36201,5
18616,74617,5
18636,28764,5
18636,32613,5
18636,42150,5
18636,42431,5
18636,44714,5
18636,47750,5
18636,51032,5
18636,63628,5
18636,69650,5
18636,70458,5
18636,76807,5
18667,35547,5
18667,40377,5
18667,53960,5
18667,61811,5
18667,75076,5
18667,78660,5
18667,83990,5
18667,89393,5
18667,92512,5
18685,73319,5
18685,81417,5
18685,89504,5
18685,94748,5
18702,21675,5
18702,22737,5
18702,24259,5
18702,36733,5
18702,61318,5
18702,87638,5
18704,34403,5
18710,19367,5
18710,36073,5
18710,38089,5
18710,68885,5
18710,78553,5
18726,87354,5
18738,20720,5
18738,21432,5
18753,27975,5
18753,54599,5
18753,56586,5
18753,80776,5
18753,94489,5
18771,52428,5
18799,80438,5
18806,47326,5
18806,77581,5
18806,85120,5
18809,21239,5
18809,42960,5
18809,97150,5
18840,22258,5
18840,39134,5
18840,43806,5
18840,45343,5
18840,46718,5
18840,52498,5
18840,52834,5
18840,62172,5
18840,73465,5
18840,74399,5
18840,79228,5
18840,79726,5
18840,81140,5
18840,82819,5
18840,91736,5
18840,96514,5
18882,47155,5
18882,47570,5
18882,53153,5
18882,61785,5
18882,81594,5
18882,82394,5
18882,88233,5
18895,19261,5
18895,32601,5
18895,49111,5
18895,53391,5
18895,58689,5
18895,72245,5
18895,77252,5
18895,85881,5
18921,33155,5
18921,36090,5
18921,44190,5
18921,50614,5
18921,53038,5
18921,58689,5
18921,79935,5
18921,83820,5
18926,21608,5
18926,21813,5
18926,34507,5
18926,37701,5
18926,40451,5
18926,45413,5
18926,48106,5
18926,49664,5
18926,65948,5
18926,67501,5
18926,75792,5
18926,76861,5
18926,77589,5
18926,81910,5
18926,84288,5
18926,87176,5
18926,95423,5
18927,27809,5
18927,51347,5
18937,18949,5
18937,19255,5
18937,24828,5
18937,42332,5
18937,45423,5
18937,45888,5
18937,57577,5
18937,62806,5
18937,63878,5
18937,70593,5
18937,72522,5
18946,22831,5
18946,25970,5
18946,29319,5
18946,29471,5
18946,34930,5
18946,38387,5
18946,43862,5
18946,55985,5
18946,64765,5
18946,71452,5
18946,76341,5
18946,79351,5
18946,87972,5
18946,94854,5
18949,19335,5
18949,22722,5
18949,40404,5
18949,41315,5
18949,42623,5
18949,52095,5
18949,53329,5
18949,55130,5
18949,67613,5
18949,68375,5
18949,68909,5
18949,73764,5
18949,76172,5
18949,77329,5
18949,77915,5
18949,80669,5
18949,82093,5
18949,89103,5
18949,91340,5
18949,93633,5
18985,41271,5
18998,36426,5
18998,45116,5
18998,47018,5
18998,50021,5
18998,75915,5
18998,75955,5
18998,76869,5
19038,21101,5
19038,33469,5
19038,75503,5
19039,22984,5
19039,31164,5
19039,31195,5
19039,34911,5
19039,37692,5
19039,40564,5
19039,42238,5
19039,43202,5
19039,44704,5
19039,50814,5
19039,52250,5
19039,53925,5
19039,55499,5
19039,60355,5
19039,65816,5
19039,66424,5
19039,85518,5
19039,87447,5
19039,88058,5
19039,88873,5
19039,92570,5
19039,92933,5
19042,19688,5
19042,21801,5
19042,25340,5
19042,27107,5
19042,40957,5
19042,58160,5
19042,92744,5
19049,21188,5
19049,24764,5
19049,30380,5
19049,38310,5
19049,38685,5
19049,40335,5
19049,45238,5
19049,57182,5
19049,70542,5
19049,73624,5
19049,88807,5
19049,93205,5
19055,65308,5
19069,22722,5
19069,24101,5
19069,28332,5
19069,31770,5
19069,34587,5
19069,34852,5
19069,35780,5
19069,41315,5
19069,43000,5
19069,44281,5
19069,45853,5
19069,47832,5
19069,52095,5
19069,53329,5
19069,62138,5
19069,68909,5
19069,71635,5
19069,73764,5
19069,75681,5
19069,78666,5
19069,82093,5
19069,82853,5
19069,88176,5
19069,97356,5
19080,22256,5
19080,25079,5
19080,27704,5
19080,30367,5
19080,40469,5
19080,40868,5
19080,43561,5
19080,53470,5
19080,55029,5
19080,55526,5
19080,56508,5
19080,62202,5
19080,63327,5
19080,65584,5
19080,68385,5
19080,70206,5
19080,76668,5
19080,82164,5
19080,86100,5
19080,87522,5
19080,92193,5
19080,93643,5
19080,93995,5
19080,95258,5
19083,64670,5
19114,51089,5
19114,63656,5
19114,95048,5
19116,37835,5
19116,39181,5
19116,63236,5
19126,20797,5
19126,22984,5
19126,25092,5
19126,26859,5
19126,28291,5
19126,30145,5
19126,31195,5
19126,35611,5
19126,36510,5
19126,37143,5
19126,37692,5
19126,40564,5
19126,43202,5
19126,44704,5
19126,52250,5
19126,53925,5
19126,56534,5
19126,58983,5
19126,68270,5
19126,71310,5
19126,78042,5
19126,80414,5
19126,86530,5
19126,88058,5
19126,92570,5
19126,92933,5
19128,24953,5
19132,26861,5
19179,21608,5
19179,21813,5
19179,22141,5
19179,27692,5
19179,28537,5
19179,29873,5
19179,31275,5
19179,34507,5
19179,36517,5
19179,37394,5
19179,39800,5
19179,45413,5
19179,53794,5
19179,56028,5
19179,62104,5
19179,65587,5
19179,70004,5
19179,72177,5
19179,77616,5
19179,80205,5
19179,82618,5
19179,84288,5
19179,87176,5
19179,87665,5
19205,25546,5
19205,25910,5
19205,26797,5
19205,37196,5
19205,72015,5
19205,74170,5
19205,82004,5
19205,90092,5
19205,92348,5
19205,96941,5
19219,47700,5
19219,56168,5
19219,56441,5
19219,59751,5
19219,60125,5
19219,80625,5
19238,82022,5
19254,97150,5
19255,19335,5
19255,21689,5
19255,22722,5
19255,40404,5
19255,41315,5
19255,42623,5
19255,47801,5
19255,48509,5
19255,52095,5
19255,52171,5
19255,53329,5
19255,55130,5
19255,67613,5
19255,68375,5
19255,68859,5
19255,68909,5
19255,73764,5
19255,76172,5
19255,77329,5
19255,77915,5
19255,79756,5
19255,80669,5
19255,82093,5
19255,88233,5
19255,89103,5
19255,90004,5
19261,19420,5
19261,22417,5
19261,25626,5
19261,37434,5
19261,42797,5
19261,52213,5
19261,55969,5
19261,56732,5
19261,60718,5
19261,66887,5
19261,74420,5
19261,76699,5
19261,86024,5
19261,91434,5
19261,92736,5
19327,24378,5
19332,30250,5
19332,36233,5
19332,70993,5
19332,89738,5
19335,24828,5
19335,26497,5
19335,35780,5
19335,44281,5
19335,45423,5
19335,45888,5
19335,54081,5
19335,62806,5
19335,63878,5
19335,70593,5
19335,72698,5
19335,79714,5
19335,82853,5
19335,85649,5
19335,94425,5
19337,36636,5
19337,44311,5
19337,49091,5
19337,54339,5
19337,81690,5
19355,30505,5
19355,42535,5
19355,58088,5
19355,62450,5
19355,63072,5
19355,75526,5
19355,80897,5
19355,82010,5
19355,96648,5
19367,21754,5
19367,36073,5
19367,57817,5
19373,55479,5
19420,32128,5
19420,62068,5
19420,74348,5
19420,85804,5
19420,89825,5
19422,21305,5
19422,24044,5
19422,25008,5
19422,33183,5
19422,35162,5
19422,68241,5
19422,78202,5
19422,82231,5
19422,95807,5
19431,79346,5
19436,61961,5
19439,84820,5
19440,19570,5
19440,19699,5
19440,21810,5
19440,57803,5
19440,63297,5
19440,64385,5
19440,65353,5
19440,65790,5
19440,74181,5
19440,74349,5
19440,77118,5
19440,94048,5
19482,58181,5
19482,59518,5
19482,68241,5
19482,69887,5
19482,77395,5
19482,89106,5
19482,96407,5
19483,31973,5
19483,33247,5
19483,34607,5
19483,51227,5
19497,30221,5
19500,50251,5
19536,20536,5
19536,31094,5
19536,34553,5
19536,40618,5
19536,46028,5
19536,49537,5
19536,50887,5
19536,53194,5
19536,54313,5
19536,61900,5
19536,62464,5
19536,66150,5
19536,68046,5
19536,71688,5
19536,73627,5
19536,79510,5
19536,81882,5
19536,95349,5
19536,97011,5
19544,31770,5
19544,34587,5
19544,35164,5
19544,68072,5
19544,77505,5
19544,89876,5
19544,94143,5
19570,31164,5
19570,71073,5
19570,74082,5
19570,92744,5
19592,20616,5
19592,35064,5
19592,36918,5
19592,42232,5
19592,43863,5
19592,80889,5
19592,90004,5
19593,43347,5
19593,60965,5
19593,63208,5
19593,86442,5
19598,27186,5
19598,35441,5
19598,41541,5
19598,46460,5
19598,55479,5
19598,60677,5
19598,68817,5
19598,71920,5
19598,77908,5
19598,90124,5
19598,95587,5
19640,46786,5
19640,71370,5
19640,72340,5
19640,82936,5
19641,41807,5
19641,44910,5
19641,48926,5
19641,54392,5
19641,54873,5
19641,57713,5
19641,61605,5
19641,70022,5
19641,70787,5
19641,74107,5
19641,80597,5
19641,83546,5
19641,84672,5
19641,95117,5
19646,24656,5
19646,31925,5
19646,57817,5
19646,65043,5
19646,73313,5
19646,94723,5
19653,51929,5
19653,55032,5
19653,88434,5
19653,95855,5
19678,39051,5
19678,57979,5
19678,61200,5
19678,65587,5
19678,74663,5
19678,90301,5
19678,91288,5
19688,64385,5
19688,64513,5
19688,79726,5
19736,42876,5
19736,68611,5
19763,42489,5
19765,24524,5
19765,25546,5
19765,26797,5
19765,37196,5
19765,86761,5
19765,90092,5
19765,92348,5
19765,96941,5
19795,52504,5
19798,39181,5
19804,21935,5
19804,23377,5
19804,69013,5
19804,75757,5
19804,94314,5
19804,97179,5
19809,25224,5
19809,26566,5
19809,33348,5
19809,36517,5
19809,37434,5
19809,58728,5
19809,59831,5
19809,63618,5
19809,67680,5
19809,71140,5
19809,71974,5
19809,74700,5
19809,74953,5
19809,76389,5
19809,77602,5
19809,82394,5
19809,86819,5
19809,87178,5
19809,90988,5
19809,96390,5
19848,88314,5
19864,34903,5
19864,78202,5
19899,32741,5
19899,37025,5
19899,39500,5
19899,46788,5
19899,59891,5
19899,88715,5
19899,91527,5
19919,55715,5
19924,56564,5
19957,42150,5
19957,42431,5
19957,71183,5
19957,71726,5
19957,74508,5
19957,88937,5
19962,63055,5
19962,80875,5
19962,87522,5
19974,94064,5
20064,24994,5
20064,25626,5
20064,33780,5
20064,40289,5
20064,70017,5
20064,75805,5
20087,70565,5
20087,79600,5
20106,51297,5
20106,59709,5
20106,60777,5
20106,64719,5
20106,65792,5
20106,75029,5
20106,76381,5
20106,85047,5
20106,86357,5
20106,92946,5
20129,62600,5
20129,66182,5
20146,73110,5
20146,75332,5
20197,27455,5
20197,42797,5
20197,61246,5
20197,63497,5
20197,65049,5
20197,66887,5
20197,69650,5
20197,70163,5
20197,70284,5
20197,86024,5
20197,89959,5
20197,90799,5
20197,93928,5
20197,95308,5
20200,37472,5
20200,71351,5
20200,77775,5
20200,96075,5
20204,25674,5
20214,21935,5
20214,54392,5
20214,55175,5
20214,84380,5
20222,87564,5
20231,24246,5
20231,58282,5
20231,58567,5
20231,85997,5
20231,91136,5
20231,91442,5
20231,96173,5
20246,22824,5
20246,34466,5
20246,43517,5
20246,44818,5
20246,54764,5
20246,96941,5
20249,29386,5
20249,40609,5
20249,53931,5
20249,67423,5
20249,72130,5
20249,72491,5
20249,75792,5
20249,76861,5
20250,25404,5
20250,30309,5
20250,36310,5
20250,43176,5
20250,89698,5
20250,93602,5
20250,95513,5
20268,48079,5
20268,60688,5
20268,61450,5
20268,73374,5
20268,74591,5
20268,79684,5
20268,83568,5
20268,90385,5
20290,26648,5
20290,41144,5
20290,41795,5
20290,49137,5
20290,49347,5
20290,50069,5
20290,63624,5
20290,73894,5
20290,94777,5
20314,32113,5
20314,43721,5
20314,45592,5
20314,49462,5
20314,68919,5
20314,84753,5
20320,95729,5
20337,62796,5
20337,79492,5
20337,89809,5
20361,43351,5
20361,80981,5
20448,66191,5
20452,21754,5
20457,67706,5
20460,21676,5
20460,38098,5
20460,44815,5
20460,73374,5
20460,81690,5
20460,83424,5
20460,85760,5
20460,88194,5
20482,28655,5
20482,68885,5
20482,91340,5
20487,35564,5
20487,40224,5
20487,46080,5
20487,47649,5
20487,53801,5
20487,81467,5
20512,58799,5
20522,49148,5
20536,22895,5
20536,33699,5
20536,34580,5
20536,35437,5
20536,36201,5
20536,39749,5
20536,42762,5
20536,49053,5
20536,52504,5
20536,57751,5
20536,63888,5
20536,65404,5
20536,69208,5
20536,75076,5
20536,88686,5
20541,25032,5
20541,72113,5
20541,77027,5
20541,81889,5
20541,82093,5
20559,23618,5
20559,37394,5
20559,48044,5
20559,51069,5
20559,63960,5
20600,31908,5
20600,55223,5
20600,95855,5
20616,22831,5
20616,25404,5
20616,26225,5
20616,34814,5
20616,35064,5
20616,39058,5
20616,42232,5
20616,56582,5
20616,61200,5
20616,62464,5
20616,62823,5
20616,66546,5
20616,69074,5
20616,75333,5
20616,80889,5
20616,82832,5
20616,83417,5
20637,43910,5
20637,48483,5
20637,82832,5
20665,33031,5
20665,35084,5
20665,69211,5
20665,74181,5
20665,92451,5
20713,49669,5
20713,54070,5
20713,56574,5
20713,58088,5
20721,95997,5
20738,33267,5
20738,34279,5
20738,38512,5
20738,40174,5
20738,44773,5
20738,48687,5
20738,58088,5
20738,72420,5
20738,78689,5
20741,25080,5
20741,68836,5
20752,36426,5
20752,47018,5
20752,50021,5
20752,75915,5
20752,76869,5
20752,82592,5
20752,87193,5
20752,88730,5
20797,22984,5
20797,31373,5
20797,62098,5
20797,68825,5
20797,69817,5
20797,96659,5
20802,31668,5
20802,60779,5
20802,80323,5
20811,82833,5
20820,23356,5
20820,38098,5
20820,52891,5
20820,73374,5
20820,81690,5
20820,85760,5
20820,87829,5
20820,88194,5
20821,22561,5
20821,33575,5
20821,35926,5
20821,47142,5
20821,70993,5
20821,81400,5
20839,23052,5
20839,65353,5
20839,87141,5
20839,87290,5
20839,96388,5
20840,28083,5
20854,95118,5
20858,38383,5
20858,61605,5
20858,74603,5
20858,83143,5
20858,91110,5
20868,26031,5
20868,29048,5
20868,40836,5
20868,49674,5
20868,54783,5
20868,63465,5
20870,39340,5
20870,50038,5
20870,56554,5
20870,93010,5
20882,25740,5
20882,45846,5
20882,47997,5
20882,56311,5
20882,66127,5
20882,69302,5
20882,70539,5
20882,75943,5
20902,66910,5
20902,84961,5
20915,59401,5
20915,68612,5
20928,81837,5
20935,56627,5
20960,24769,5
20965,48044,5
20965,54855,5
20965,65059,5
20965,86709,5
20992,38174,5
20992,60896,5
20992,62490,5
20992,85967,5
20992,93309,5
20992,93346,5
21091,36804,5
21091,38476,5
21091,54348,5
21091,64164,5
21091,69776,5
21091,91055,5
21091,92359,5
21101,36804,5
21101,46080,5
21101,81467,5
21101,91972,5
21112,41745,5
21112,58351,5
21169,25638,5
21169,31350,5
21169,38512,5
21169,44190,5
21169,50035,5
21169,59573,5
21169,80680,5
21169,81889,5
21169,89956,5
21173,70735,5
21173,93885,5
21183,47470,5
21184,90355,5
21188,24764,5
21188,25967,5
21188,26724,5
21188,29450,5
21188,31268,5
21188,33484,5
21188,37983,5
21188,43978,5
21188,45592,5
21188,46710,5
21188,52897,5
21188,53931,5
21188,57182,5
21188,68919,5
21188,70542,5
21188,73624,5
21188,76992,5
21188,87571,5
21188,88807,5
21188,90150,5
21204,23503,5
21204,47854,5
21204,48509,5
21204,64201,5
21204,69367,5
21204,73236,5
21204,93133,5
21204,94848,5
21206,39134,5
21206,43806,5
21206,45343,5
21206,52834,5
21206,62172,5
21206,73465,5
21206,74399,5
21206,79228,5
21206,81140,5
21206,82819,5
21206,90410,5
21206,96514,5
21239,41979,5
21239,53230,5
21239,75042,5
21239,88431,5
21239,90971,5
21239,94068,5
21263,24237,5
21263,51441,5
21263,54404,5
21293,29547,5
21293,33280,5
21293,35487,5
21293,35700,5
21293,37325,5
21293,45139,5
21293,45830,5
21293,52291,5
21293,55029,5
21293,56508,5
21293,66793,5
21293,70163,5
21293,74895,5
21293,79633,5
21293,83271,5
21293,84548,5
21293,89504,5
21293,91650,5
21293,96740,5
21294,26833,5
21294,28528,5
21294,58286,5
21294,68106,5
21294,74359,5
21294,74577,5
21294,78178,5
21294,83847,5
21294,88179,5
21305,25323,5
21305,36987,5
21305,38727,5
21305,39352,5
21305,55969,5
21305,70542,5
21305,78553,5
21312,24817,5
21312,88737,5
21318,23744,5
21318,76094,5
21322,37573,5
21322,72827,5
21357,25157,5
21357,27428,5
21357,37086,5
21357,60949,5
21357,62139,5
21357,62778,5
21357,71213,5
21361,33469,5
21364,30631,5
21364,31707,5
21364,35064,5
21364,42240,5
21364,43418,5
21364,47570,5
21364,51114,5
21364,64719,5
21364,65792,5
21364,75029,5
21364,91789,5
21372,35700,5
21377,28883,5
21377,80688,5
21422,30459,5
21422,46522,5
21425,28702,5
21425,35247,5
21425,37258,5
21425,37734,5
21425,38494,5
21425,40591,5
21425,40988,5
21425,43256,5
21425,44351,5
21425,46143,5
21425,51711,5
21425,51951,5
21425,52970,5
21425,53153,5
21425,55853,5
21425,56655,5
21425,65049,5
21425,67770,5
21425,70800,5
21425,74904,5
21425,79308,5
21425,80845,5
21425,81792,5
21425,82581,5
21425,85039,5
21425,91636,5
21425,94019,5
21425,94748,5
21425,94848,5
21425,96710,5
21425,97059,5
21425,97766,5
21471,27836,5
21471,33958,5
21471,35624,5
21471,60136,5
21471,91792,5
21502,58474,5
21502,60594,5
21502,74883,5
21502,85729,5
21502,92742,5
21518,24297,5
21534,25091,5
21534,34456,5
21534,46908,5
21534,55705,5
21534,63454,5
21534,64367,5
21568,83346,5
21569,58096,5
21569,71726,5
21569,88357,5
21569,90015,5
21569,95540,5
21569,97190,5
21573,96968,5
21588,73601,5
21588,76454,5
21588,85122,5
21592,82111,5
21603,91180,5
21608,28179,5
21608,35547,5
21608,37701,5
21608,38992,5
21608,40609,5
21608,48106,5
21608,56088,5
21608,61213,5
21608,63281,5
21608,65587,5
21608,65815,5
21608,67185,5
21608,67501,5
21608,75792,5
21608,76861,5
21608,79881,5
21608,80205,5
21608,82248,5
21608,88729,5
21608,89849,5
21608,92744,5
21608,94289,5
21619,28655,5
21619,90457,5
21645,52679,5
21645,52842,5
21661,30193,5
21661,32127,5
21661,33157,5
21661,44460,5
21661,60039,5
21661,63082,5
21661,83178,5
21661,88066,5
21666,23041,5
21666,29999,5
21666,30391,5
21666,35732,5
21666,57134,5
21666,59060,5
21666,61236,5
21666,67083,5
21666,72113,5
21666,75161,5
21666,81160,5
21666,84953,5
21666,91678,5
21666,91874,5
21671,63359,5
21675,22737,5
21675,39176,5
21676,23356,5
21676,25224,5
21676,31887,5
21676,38098,5
21676,52891,5
21676,55715,5
21676,63329,5
21676,63878,5
21676,63892,5
21676,73374,5
21676,85760,5
21676,88194,5
21676,96558,5
21678,84436,5
21679,26444,5
21679,40564,5
21679,40843,5
21679,58983,5
21679,60861,5
21679,68446,5
21679,82018,5
21687,49014,5
21689,30259,5
21689,45959,5
21689,47801,5
21689,68859,5
21689,79756,5
21689,90721,5
21689,90726,5
21697,31343,5
21702,27800,5
21702,41601,5
21702,42979,5
21702,54989,5
21702,56909,5
21702,63882,5
21702,70044,5
21702,72520,5
21702,85814,5
21702,87365,5
21702,88431,5
21702,89938,5
21702,91106,5
21702,93257,5
21702,94068,5
21726,47595,5
21726,79509,5
21744,35831,5
21744,41601,5
21744,43418,5
21744,48017,5
21754,36073,5
21779,96507,5
21800,25750,5
21801,33155,5
21801,40957,5
21801,51225,5
21801,58160,5
21807,94511,5
21810,35033,5
21810,42813,5
21810,55757,5
21810,63297,5
21810,65353,5
21810,65790,5
21810,90385,5
21813,24259,5
21813,35547,5
21813,35611,5
21813,36517,5
21813,37394,5
21813,39800,5
21813,47529,5
21813,53794,5
21813,61213,5
21813,62104,5
21813,72130,5
21813,82111,5
21813,92744,5
21813,93886,5
21813,94289,5
21818,37434,5
21818,62653,5
21818,67801,5
21827,25567,5
21827,35241,5
21827,51027,5
21827,68625,5
21827,69699,5
21827,92512,5
21828,25950,5
21828,35348,5
21828,36235,5
21828,43358,5
21828,46412,5
21828,49244,5
21828,50852,5
21828,55130,5
21828,62009,5
21828,62159,5
21828,75114,5
21828,83292,5
21828,94723,5
21848,47574,5
21848,92149,5
21877,57433,5
21877,87974,5
21877,90838,5
21877,95039,5
21879,36484,5
21879,51441,5
21879,54404,5
21879,62759,5
21879,67059,5
21879,68351,5
21879,73639,5
21910,35863,5
21910,91064,5
21919,39574,5
21921,33280,5
21921,35487,5
21921,38518,5
21921,44401,5
21921,45139,5
21921,45830,5
21921,48044,5
21921,52056,5
21921,60075,5
21921,62202,5
21921,70605,5
21921,76668,5
21921,80061,5
21921,83271,5
21921,84548,5
21921,90647,5
21921,95598,5
